Name,DataType,Description,DataTypeID,Retentive,Force2,DisplayFormat,ArrayDimension1,ArrayDimension2,Publish,MarkAsUsed,MaxLength,InitialValue,DataSource,DataSourceClsid,IOAddress,IOAddressOffset,IOAddressAlias,Input_VTL,Output_VTL,extra_properties
FO_SDT_TANK_TABLE,WORD,Fuel Oil SDT Day Tank Volume,,YES,,Decimal,275,0,False,NO,16,"0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[000],WORD,Fuel Oil SDT Day Tank Volume @ 0,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[001],WORD,Fuel Oil SDT Day Tank Volume @ 1,,YES,,Decimal,0,0,False,NO,16,10,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[002],WORD,Fuel Oil SDT Day Tank Volume @ 2,,YES,,Decimal,0,0,False,NO,16,20,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[003],WORD,Fuel Oil SDT Day Tank Volume @ 3,,YES,,Decimal,0,0,False,NO,16,30,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[004],WORD,Fuel Oil SDT Day Tank Volume @ 4,,YES,,Decimal,0,0,False,NO,16,40,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[005],WORD,Fuel Oil SDT Day Tank Volume @ 5,,YES,,Decimal,0,0,False,NO,16,50,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[006],WORD,Fuel Oil SDT Day Tank Volume @ 6,,YES,,Decimal,0,0,False,NO,16,60,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[007],WORD,Fuel Oil SDT Day Tank Volume @ 7,,YES,,Decimal,0,0,False,NO,16,70,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_SDT_TANK_TABLE[008],WORD,Fuel Oil SDT Day Tank Volume @ 8,,YES,,Decimal,0,0,False,NO,16,80,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
